Score,Text
5,Very smooth and flavorful for a medium roast.  I was pleasantly surprised by this k cup and would get it again. The 25% off deal drew me to it and I'm glad.
5,"This is my favorite of all the coffees I've tried. Smooth and flavorful without being a flavored coffee, its a definite treat anytime of day."
3,"I was expecting a mellow caramel flavor, but this coffee is a bit sharp and you really can't make out any carmel flavor."
4,"This product takes getting used to.  Only after using about 3 K-cups did I start liking it.  However, I wouldn't buy this many again."
5,I'm loving this coffee!! It's smooth and bold but not too bold. It reminds me of starbucks coffee but not as bitter. Very very very good cup of coffee. Give it a try. I'm really glad I did.
2,I love Wolfgang Puck products but the coffee is very disappointing.<br />There is a weak flavor - almost tastes diluted!<br />Some troll must have changed out all the real Puck products!<br />Libbie
1,This is the 1st K-cup coffee that I am getting grounds in my coffee. It is occuring about every 3 cups. I have not had this problem with other K cup manufactures. I will not reorder.
5,"Until I tried Vienna Coffee House, Donut Shop was the one I had on automatic monthly delivery.  Vienna Coffee House is a tad bolder than Donut Shop but very smooth without any bitterness.  From the first cup, I knew I had to switch."
5,I love coffee with no bitterness and lots of good coffee taste and this one fits the bill. Holds up well to milk & sugar-I love it in the morning for the first cup and in the evening just as much. Definitely would buy it again.
1,I bought a 24 pack of this an drank almost all of them before realizing what the flavor reminded me of. It tastes like hotdog water.
5,I like my coffe of the milder but tasteful side.  I thought this was a great cup of coffe I compare it to Timothy's dounut shoppe.  Full flavor but not acid.  This is for people who want a lighter cup of coffee
5,Jamican Me Crazy is the best coffee.  It is not too strong and has a unique taste.  No complaints here.  Highly recommend it.
5,This not only tastes great but has the best aroma while brewing. Subscribe and save is the way to go.
4,trying out different pods and this is a delicious one. service was excellent. no hassle at all. will buy from again
5,"I like this coffee, its nice to drink it in the morning. It has medium body and full flavour. Goes great with raw sugar and splash of non fat milk."
5,"I'm a sucker for caramel anything.........love the flavor, the aroma, and most important the taste.  I honestly do not like flavored coffees in the morning, but I have made an exception for this one!"
2,"I thought it had a bitter orange flavor, however my husband and friend liked it."
5,I like a dark rich coffee and this is a tad different.  It seems much smoother and<br />I tend to nearly crave it when I have a slightly acid stomach.  It sounds odd and<br />I know I drink too much coffee but this fills that acid tummy niche.
3,"My husband likes strong coffee.  I like medium.  Neither one of us like this particular one.  There just isn't much flavor of any kind...coffee or caramel.  We like the vanilla one much better.  We'll drink this until it's gone...but it's the last flavor we choose, and it's lasting way too long!"
3,"The taste is fine, but the K-cup container has opened at the seal during the brewing process on more than one occasion, resulting in a mouthful of coffee grounds!  I have never had this happen with any other brand of K-cup before and hope it is not the norm for Wolfgang Puck."
3,"I prefer the ""extra bold"" coffees, so this one really lacking on the flavor.  It's fairly weak, at the smallest cup setting its drinkable, but I won't be buying it again.  I'd recommend the Timothy's World Coffee, Rainforest Decaf Espresso instead."
5,Wolfgang's Reserve Columbian Decaf is probably the best decaf we have had in a K-cup. Very good cup of coffee!
4,This is a coffee that I look forward to drinking as soon as I wake up! Very nice......
5,"Light vanilla favor....not overpowering. Nice coffee, the first box that was purchased was too light on the vanilla flavor and aroma....surprisingly the 2nd box was much better.  One of my new favorites."
5,"We love our Keurig coffeemaker and have tried many coffees.  Recently discovered Wolfgang Puck's new line of coffees and are pleased with all of his we have tried.  This one is smooth with a great flavor, no bite.  We would purchase this again."
5,"This is a mild but delicious coffe....some might say ""a dessert coffee"". I really liked it as a pleasant change from full bodied flavors."
5,"Was looking for a strong K-Cup that could hold up for the perfect Espresso and for a great cup of coffee! Now receiving on auto ship, if you're looking for a great bold K-Cup, this is it."
5,"I read several great reviews on this coffee on another site and decided to give it a try. It's now one of my favorites and I will be ordering it again. The taste is great, sweet but bold enough that I can do a large size and it still have flavor."
5,Great coffee.  Has a nice bold taste for a medium roast coffee. This is my new favorite. Give it a whirl.
3,Taste is okay.  Not blown away.  Hidden is the fact that this is truly a decaffeinated coffee.  Only place to find this out is on the bottom of the box.  Not what I want first thing in the morning.
1,I use to purchase Jamaica beans locally and it was great. This Jamaica me crazy is nothing close to it. The odor is terrible and it tastes like the coffee is flat or stale. Other people in household tried it and couldn't get past the first cup. Pitched the remainder cups in the trash.
1,"this was terrible coffee Wolfgang Pucks Jamaicamecrazy, I received a partial refund but felt I should have gotten a full refund as I can't drink the coffee and had to throw it all away. Also had to pay shipping and should not of had to. I would like a response to this."
3,"We love Hazelnut coffee, but this just didn't have enough coffee flavor in it for me. Kind of on the weak side in my opinion. I'll keep looking."
5,"Love this coffee! The aroma is as delicious as the flavor. My husband would typically have a cup of coffee once or twice a month, now he's having a cup several times a week."
2,"I admit, I am not terribly fond of flavored coffees. But, this one is not for us. We both love the Rodeo Drive. I have a good freind that loves this coffee. I sent her ours."
1,"I am definitely not a coffee connoisseur, but this stuff is bad.  It is a disappointment because I expected a Wolfgang Puck product to have more ""class.""  This tastes artificial and it can't stand alone without tons of cream and sweetener.  Will not buy again!"
1,The coffee tasted bitter and like it was burnt.  I cleaned the machine and it still tasted bitter and burnt.  Will not order this again.
1,"I'm amazed that people are happy with this product.  I'm not a drinker of the dark brews, French roast or anything, but even for a drinker of a milder cup of coffee, this is completely tasteless.  The initial scent is delicious, too bad none of it shows up in the actual coffee."
2,I got this through a Decaf Keurig assortment pack (also from amazon) and while I have enjoyed all of the flavors - thisone was so weak - I had to post a review.
